Date_reported,New_cases
2020-09-08,2411.0
2020-09-09,2551.0
2020-09-10,2582.0
2020-09-11,3144.0
2020-09-12,3103.0
2020-09-13,2476.0
2020-09-14,2462.0
2020-09-15,2905.0
2020-09-16,2958.0
2020-09-17,3584.0
2020-09-18,3228.0
2020-09-19,3240.0
2020-09-20,2966.0
2020-09-21,2675.0
2020-09-22,2884.0
2020-09-23,3497.0
2020-09-24,3372.0
2020-09-25,3565.0
2020-09-26,3833.0
2020-09-27,3130.0
2020-09-28,2671.0
2020-09-29,3627.0
2020-09-30,4027.0
2020-10-01,4069.0
2020-10-02,4633.0
2020-10-03,4661.0
2020-10-04,4140.0
2020-10-05,3774.0
2020-10-06,4348.0
2020-10-07,4753.0
2020-10-08,5397.0
2020-10-09,5804.0
2020-10-10,5728.0
2020-10-11,4768.0
2020-10-12,4420.0
2020-10-13,5133.0
2020-10-14,5590.0
2020-10-15,5062.0
2020-10-16,5992.0
2020-10-17,6410.0
2020-10-18,5231.0
2020-10-19,4766.0
2020-10-20,5469.0
2020-10-21,6719.0
2020-10-22,7053.0
2020-10-23,7517.0
2020-10-24,7014.0
2020-10-25,6088.0
2020-10-26,5426.0
2020-10-27,6677.0
2020-10-28,7474.0
2020-10-29,7342.0
2020-10-30,8312.0
2020-10-31,8752.0
2020-11-01,7959.0
2020-11-02,6754.0
2020-11-03,8899.0
2020-11-04,9524.0
2020-11-05,9850.0
2020-11-06,9721.0
2020-11-07,10746.0
2020-11-08,9397.0
2020-11-09,8687.0
2020-11-10,10179.0
2020-11-11,10611.0
2020-11-12,11057.0
2020-11-13,11787.0
2020-11-14,12524.0
2020-11-15,10681.0
2020-11-16,9832.0
2020-11-17,11968.0
2020-11-18,12496.0
2020-11-19,13357.0
2020-11-20,14575.0
2020-11-21,14580.0
2020-11-22,12079.0
2020-11-23,10945.0
2020-11-24,12287.0
2020-11-25,13882.0
2020-11-26,15331.0
2020-11-27,16218.0
2020-11-28,16294.0
2020-11-29,12978.0
2020-11-30,9946.0
2020-12-01,12498.0
2020-12-02,13141.0
2020-12-03,14496.0
2020-12-04,15131.0
2020-12-05,13825.0
2020-12-06,11590.0
2020-12-07,8641.0
2020-12-08,10811.0
2020-12-09,12585.0
2020-12-10,13371.0
2020-12-11,13514.0
2020-12-12,12811.0
2020-12-13,9176.0
2020-12-14,6451.0
2020-12-15,8416.0
2020-12-16,10622.0
2020-12-17,12047.0
2020-12-18,12630.0
2020-12-19,11742.0
2020-12-20,8325.0
2020-12-21,6545.0
2020-12-22,8513.0
2020-12-23,10136.0
2020-12-24,11490.0
2020-12-25,11035.0
2020-12-26,7709.0
2020-12-27,6113.0
2020-12-28,4385.0
2020-12-29,6988.0
2020-12-30,7986.0
2020-12-31,9699.0
2021-01-01,9432.0
2021-01-02,5038.0
2021-01-03,4576.0
2021-01-04,4158.0
2021-01-05,5334.0
2021-01-06,6911.0
2021-01-07,8997.0
2021-01-08,5676.0
2021-01-09,4846.0
2021-01-10,5011.0
2021-01-11,4288.0
2021-01-12,5116.0
2021-01-13,6409.0
2021-01-14,7925.0
2021-01-15,8199.0
2021-01-16,7729.0
2021-01-17,5990.0
2021-01-18,3034.0
2021-01-19,3939.0
2021-01-20,4383.0
2021-01-21,5583.0
2021-01-22,5348.0
2021-01-23,4928.0
2021-01-24,3915.0
2021-01-25,2516.0
2021-01-26,2779.0
2021-01-27,3776.0
2021-01-28,5529.0
2021-01-29,5181.0
2021-01-30,4685.0
2021-01-31,3177.0
2021-02-01,2030.0
2021-02-02,2394.0
2021-02-03,3285.0
2021-02-04,5082.0
2021-02-05,4923.0
2021-02-06,4310.0
2021-02-07,3370.0
2021-02-08,2141.0
2021-02-09,2656.0
2021-02-10,3409.0
2021-02-11,5039.0
2021-02-12,4773.0
2021-02-13,5182.0
2021-02-14,3094.0
2021-02-15,2332.0
2021-02-16,3143.0
2021-02-17,4286.0
2021-02-18,6237.0
2021-02-19,6531.0
2021-02-20,6295.0
2021-02-21,4489.0
2021-02-22,3206.0
2021-02-23,4182.0
2021-02-24,5850.0
2021-02-25,8147.0
2021-02-26,8003.0
2021-02-27,8172.0
2021-02-28,5833.0
2021-03-01,4285.0
2021-03-02,5336.0
2021-03-03,7235.0
2021-03-04,10057.0
2021-03-05,10155.0
2021-03-06,9144.0
2021-03-07,7167.0
2021-03-08,5572.0
2021-03-09,3261.0
2021-03-10,6377.0
2021-03-11,9084.0
2021-03-12,12946.0
2021-03-13,13276.0
2021-03-14,9012.0
2021-03-15,6792.0
2021-03-16,9642.0
2021-03-17,11833.0
2021-03-18,15053.0
2021-03-19,15850.0
2021-03-20,15292.0
2021-03-21,11145.0
2021-03-22,7893.0
2021-03-23,11476.0
2021-03-24,14174.0
2021-03-25,16669.0
2021-03-26,18132.0
2021-03-27,17424.0
2021-03-28,11932.0
2021-03-29,8346.0
2021-03-30,10533.0
2021-03-31,11226.0
2021-04-01,17569.0
2021-04-02,19893.0
2021-04-03,20341.0
2021-04-04,13738.0
2021-04-05,10179.0
2021-04-06,13276.0
2021-04-07,15415.0
2021-04-08,19419.0
2021-04-09,19676.0
2021-04-10,17463.0
2021-04-11,12112.0
2021-04-12,7856.0
2021-04-13,11680.0
2021-04-14,14553.0
2021-04-15,16427.0
2021-04-16,17479.0
2021-04-17,14984.0
2021-04-18,10282.0
2021-04-19,6506.0
2021-04-20,8940.0
2021-04-21,12162.0
2021-04-22,16235.0
2021-04-23,14277.0
2021-04-24,12711.0
2021-04-25,7930.0
2021-04-26,5062.0
2021-04-27,7915.0
2021-04-28,9590.0
2021-04-29,11627.0
2021-04-30,10072.0
2021-05-01,8549.0
2021-05-02,5094.0
2021-05-03,2758.0
2021-05-04,2472.0
2021-05-05,2576.0
2021-05-06,6038.0
2021-05-07,8404.0
2021-05-08,8710.0
2021-05-09,5372.0
2021-05-10,2817.0
2021-05-11,2208.0
2021-05-12,4538.0
2021-05-13,6813.0
2021-05-14,7562.0
2021-05-15,6796.0
2021-05-16,3620.0
2021-05-17,2136.0
2021-05-18,4095.0
2021-05-19,5138.0
2021-05-20,5165.0
2021-05-21,4984.0
2021-05-22,4606.0
2021-05-23,2533.0
2021-05-24,1334.0
2021-05-25,2608.0
2021-05-26,3395.0
2021-05-27,3509.0
2021-05-28,3306.0
2021-05-29,3096.0
2021-05-30,1703.0
2021-05-31,1022.0
2021-06-01,2137.0
2021-06-02,2205.0
2021-06-03,2581.0
2021-06-04,2266.0
2021-06-05,1897.0
2021-06-06,937.0
2021-06-07,535.0
2021-06-08,1602.0
2021-06-09,1385.0
2021-06-10,1785.0
2021-06-11,1603.0
2021-06-12,1274.0
2021-06-13,857.0
2021-06-14,420.0
2021-06-15,1014.0
2021-06-16,1045.0
2021-06-17,1188.0
2021-06-18,967.0
2021-06-19,852.0
2021-06-20,479.0
2021-06-21,323.0
2021-06-22,296.0
2021-06-23,835.0
2021-06-24,937.0
2021-06-25,876.0
2021-06-26,756.0
2021-06-27,450.0
2021-06-28,285.0
2021-06-29,182.0
2021-06-30,633.0
2021-07-01,705.0
2021-07-02,696.0
2021-07-03,705.0
2021-07-04,377.0
2021-07-05,244.0
2021-07-06,541.0
2021-07-07,610.0
2021-07-08,617.0
2021-07-09,655.0
2021-07-10,507.0
2021-07-11,290.0
2021-07-12,174.0
2021-07-13,481.0
2021-07-14,547.0
2021-07-15,623.0
2021-07-16,737.0
2021-07-17,591.0
2021-07-18,299.0
2021-07-19,182.0
2021-07-20,598.0
2021-07-21,655.0
2021-07-22,726.0
2021-07-23,763.0
2021-07-24,745.0
2021-07-25,286.0
2021-07-26,213.0
2021-07-27,681.0
2021-07-28,717.0
2021-07-29,846.0
2021-07-30,962.0
2021-07-31,916.0
2021-08-01,484.0
2021-08-02,265.0
2021-08-03,827.0
2021-08-04,984.0
2021-08-05,1052.0
2021-08-06,1081.0
2021-08-07,1054.0
2021-08-08,619.0
2021-08-09,300.0
2021-08-10,781.0
2021-08-11,1122.0
2021-08-12,1247.0
2021-08-13,1263.0
2021-08-14,1353.0
2021-08-15,695.0
2021-08-16,417.0
2021-08-17,890.0
2021-08-18,1447.0
2021-08-19,1560.0
2021-08-20,1600.0
2021-08-21,1732.0
2021-08-22,1003.0
2021-08-23,610.0
2021-08-24,692.0
2021-08-25,727.0
2021-08-26,1581.0
2021-08-27,2032.0
2021-08-28,2082.0
2021-08-29,1906.0
2021-08-30,749.0
2021-08-31,1356.0
2021-09-01,2075.0
2021-09-02,2477.0
2021-09-03,2693.0
2021-09-04,2614.0
2021-09-05,1379.0
2021-09-06,773.0
2021-09-07,2197.0
2021-09-08,2772.0
2021-09-09,3663.0
2021-09-10,3615.0
2021-09-11,3869.0
2021-09-12,2196.0
2021-09-13,1205.0
2021-09-14,3332.0
